idno,ppltrst,happy,cgtsday,alcfreq,height,weight,gndr,yrbrn
938071,7,Extremely happy,,Once a week,173.0,85.0,Female,1962.0
938102,5,Extremely happy,,Once a week,178.0,93.0,Male,1963.0
938110,8,9,15.0,Never,167.0,52.0,Male,1946.0
938128,5,8,,Once a week,172.0,81.0,Male,1946.0
938136,3,9,,Less than once a month,176.0,80.0,Female,1985.0
938160,7,8,20.0,Every day,178.0,125.0,Male,1960.0
938178,5,8,12.0,Less than once a month,161.0,106.0,Female,1991.0
938194,6,Extremely happy,,2-3 times a month,172.0,60.0,Male,1926.0
938225,8,Extremely happy,,Once a month,168.0,55.0,Female,1999.0
938241,6,5,20.0,Once a week,168.0,68.0,Female,1961.0
938259,9,9,,Several times a week,176.0,61.0,Female,1964.0
938283,7,8,,Once a month,171.0,62.0,Female,1992.0
938348,Most people can be trusted,7,,Several times a week,168.0,70.0,Female,1973.0
938356,6,Extremely happy,,Less than once a month,192.0,90.0,Male,1975.0
938364,7,Extremely happy,,2-3 times a month,185.0,90.0,Male,1985.0
938372,8,8,8.0,Once a week,170.0,55.0,Female,1953.0
938380,6,8,,Less than once a month,176.0,55.0,Female,1998.0
938398,7,9,,Several times a week,190.0,94.0,Male,1968.0
938411,4,Extremely happy,3.0,Once a month,163.0,65.0,Female,1943.0
938437,6,8,,Once a month,168.0,50.0,Male,1998.0
938453,8,Extremely happy,,Once a week,180.0,97.0,Male,1943.0
938461,8,8,,Less than once a month,189.0,80.0,Male,1973.0
938479,8,3,,Several times a week,188.0,90.0,Male,1965.0
938487,5,8,,2-3 times a month,170.0,68.0,Male,1933.0
938495,8,8,,Several times a week,178.0,99.0,Male,1945.0
938534,6,Extremely happy,,Less than once a month,190.0,67.0,Male,1998.0
938542,9,9,,Once a month,173.0,83.0,Male,1976.0
938550,8,9,,Once a week,178.0,85.0,Female,1979.0
938607,6,9,,Once a week,190.0,85.0,Male,1990.0
938615,8,3,,Less than once a month,160.0,63.0,Female,1991.0
938623,9,9,,Once a week,176.0,70.0,Male,1991.0
938631,7,8,,2-3 times a month,167.0,62.0,Female,1959.0
938657,7,9,,Less than once a month,162.0,65.0,Female,1983.0
938665,4,8,,2-3 times a month,173.0,65.0,Female,1996.0
938681,8,7,,Once a month,162.0,51.0,Female,1991.0
938699,8,Extremely happy,,Several times a week,176.0,64.0,Male,1933.0
938704,Most people can be trusted,8,,Once a month,164.0,92.0,Female,1965.0
938720,8,9,,Every day,165.0,70.0,Female,1965.0
938788,4,8,,Several times a week,172.0,82.0,Male,1970.0
938843,8,7,,Once a month,170.0,64.0,Female,1978.0
938851,5,8,10.0,2-3 times a month,168.0,52.0,Female,1992.0
938885,8,7,20.0,Several times a week,172.0,72.0,Male,1953.0
938908,7,8,,2-3 times a month,180.0,56.0,Male,1999.0
938916,7,8,,Several times a week,183.0,104.0,Male,1956.0
938932,7,7,,Once a week,172.0,64.0,Female,1980.0
938940,7,8,,2-3 times a month,184.0,68.0,Female,1997.0
938958,9,9,,Once a week,182.0,71.0,Male,1987.0
938966,8,Extremely happy,,Every day,169.0,70.0,Male,1943.0
938974,7,7,,Less than once a month,165.0,68.0,Female,1975.0
939001,8,8,,Once a week,184.0,80.0,Male,1974.0
939019,5,8,3.0,Once a week,182.0,90.0,Male,1980.0
939051,8,9,,Once a month,163.0,62.0,Female,1966.0
939093,5,8,15.0,Once a month,165.0,89.0,Female,1934.0
939116,7,7,12.0,Once a month,169.0,113.0,Female,1981.0
939124,3,Extremely happy,,Less than once a month,172.0,51.0,Female,1943.0
939132,9,9,,Several times a week,170.0,64.0,Female,1960.0
939140,8,7,,2-3 times a month,186.0,110.0,Male,1989.0
939174,8,8,,Never,180.0,78.0,Male,1978.0
939182,8,9,,Less than once a month,191.0,89.0,Male,1965.0
939190,8,7,,Once a week,168.0,56.0,Female,1934.0
939239,8,8,10.0,Less than once a month,167.0,61.0,Female,1963.0
939271,7,7,,Less than once a month,163.0,75.0,Female,1946.0
939297,7,Extremely happy,,Several times a week,164.0,65.0,Female,1939.0
939302,8,9,,Every day,160.0,51.0,Female,1914.0
939344,8,8,,Several times a week,176.0,73.0,Male,1944.0
939360,2,6,,Once a week,172.0,59.0,Female,1991.0
939386,9,Extremely happy,,2-3 times a month,184.0,62.0,Male,1992.0
939433,9,Extremely happy,,Several times a week,187.0,85.0,Male,1948.0
939441,9,9,20.0,Several times a week,180.0,108.0,Male,1991.0
939459,8,6,,2-3 times a month,181.0,111.0,Male,1966.0
939467,5,2,,Less than once a month,184.0,88.0,Male,1945.0
939483,7,9,,Less than once a month,156.0,63.0,Female,1979.0
939491,6,8,,Several times a week,181.0,73.0,Male,1998.0
939506,7,8,20.0,Never,180.0,110.0,Male,1986.0
939530,7,8,,Several times a week,149.0,56.0,Female,1983.0
939556,6,8,,Once a week,188.0,126.0,Male,1985.0
939603,8,9,,2-3 times a month,172.0,,Female,1963.0
939611,9,Extremely happy,,Several times a week,170.0,71.0,Male,1945.0
939629,7,7,,Less than once a month,166.0,67.0,Female,1954.0
939637,9,7,,Once a month,169.0,70.0,Female,1996.0
939653,8,8,,Several times a week,169.0,60.0,Female,1982.0
939661,8,8,4.0,Several times a week,168.0,57.0,Female,1962.0
939700,9,9,,Once a week,179.0,78.0,Male,1973.0
939718,6,Extremely happy,,Once a month,158.0,67.0,Female,1936.0
939742,6,7,,Every day,176.0,71.0,Male,1947.0
939784,9,9,,Once a week,167.0,,Female,1956.0
939792,You can't be too careful,9,10.0,2-3 times a month,155.0,38.0,Female,1955.0
939807,7,8,,Once a month,163.0,62.0,Female,1954.0
939865,7,6,,2-3 times a month,179.0,53.0,Male,1997.0
939873,5,7,18.0,Less than once a month,172.0,95.0,Male,1989.0
939881,8,Extremely happy,,2-3 times a month,176.0,69.0,Female,1970.0
939899,7,9,,Once a week,163.0,60.0,Female,1999.0
939904,Most people can be trusted,Extremely happy,,Every day,165.0,58.0,Female,1928.0
939920,Most people can be trusted,9,,2-3 times a month,168.0,60.0,Female,1988.0
939938,8,9,,Less than once a month,169.0,62.0,Female,1978.0
939946,6,7,,Once a week,190.0,78.0,Male,1996.0
939970,7,9,,Several times a week,204.0,113.0,Male,1961.0
940026,8,7,,Never,165.0,55.0,Female,1999.0
940034,4,9,,Several times a week,185.0,104.0,Male,1942.0
940042,8,8,,Several times a week,185.0,108.0,Male,1954.0
940050,7,Extremely happy,,Less than once a month,170.0,52.0,Female,1999.0
940076,7,9,,2-3 times a month,170.0,60.0,Female,1998.0
940084,9,Extremely happy,,Never,171.0,72.0,Female,1980.0
940107,7,8,4.0,2-3 times a month,180.0,74.0,Male,1995.0
940149,5,5,,Every day,173.0,73.0,Male,1956.0
940165,7,8,,Once a week,164.0,68.0,Female,1938.0
940173,8,Extremely happy,,Once a month,168.0,90.0,Male,1932.0
940199,8,8,,Once a week,169.0,65.0,Female,1962.0
940246,7,9,,2-3 times a month,176.0,95.0,Female,1960.0
940254,6,8,,Once a week,176.0,75.0,Male,1987.0
940288,8,8,,Once a week,168.0,62.0,Female,1954.0
940296,7,8,,Once a week,175.0,68.0,Male,1980.0
940301,7,8,,Once a week,180.0,79.0,Male,1957.0
940319,5,9,,Once a week,165.0,70.0,Female,1976.0
940335,2,3,,2-3 times a month,153.0,42.0,Female,1999.0
940343,8,8,,Several times a week,180.0,87.0,Male,1967.0
940351,5,4,5.0,Never,163.0,,Female,1979.0
940369,8,8,,Several times a week,190.0,77.0,Male,1949.0
940377,8,Extremely happy,,Once a month,181.0,78.0,Male,1984.0
940385,4,9,,Once a month,176.0,69.0,Female,1993.0
940416,7,9,6.0,2-3 times a month,195.0,93.0,Male,1994.0
940424,9,9,,Once a week,170.0,102.0,Female,1936.0
940440,7,Extremely happy,1.0,2-3 times a month,194.0,112.0,Male,1996.0
940458,3,7,,Once a week,150.0,70.0,Female,1936.0
940466,6,8,,Once a week,185.0,78.0,Male,1987.0
940490,8,9,,2-3 times a month,185.0,90.0,Male,1992.0
940505,8,9,,Once a week,156.0,58.0,Female,1932.0
940539,7,9,,Every day,177.0,80.0,Male,1933.0
940547,9,Extremely happy,0.0,Several times a week,174.0,84.0,Male,1943.0
940571,8,9,,Never,177.0,67.0,Male,1955.0
940628,3,6,20.0,Once a week,174.0,98.0,Male,1977.0
940644,7,8,,Never,164.0,60.0,Female,1964.0
940652,5,9,10.0,Less than once a month,163.0,68.0,Female,1954.0
940660,5,9,,2-3 times a month,167.0,85.0,Female,1951.0
940678,6,8,,Less than once a month,151.0,53.0,Female,1950.0
940686,6,8,,2-3 times a month,170.0,65.0,Female,1987.0
940694,8,8,,Several times a week,183.0,95.0,Male,1977.0
940717,Most people can be trusted,8,,Several times a week,165.0,67.0,Female,1972.0
940725,8,Extremely happy,,Several times a week,158.0,70.0,Female,1954.0
940733,8,8,,Once a month,185.0,89.0,Male,1976.0
940759,5,6,,2-3 times a month,165.0,51.0,Female,1998.0
940775,7,8,,Every day,168.0,54.0,Female,1947.0
940783,8,7,,Several times a week,196.0,135.0,Male,1954.0
940806,7,6,,Less than once a month,170.0,73.0,Female,1973.0
940822,8,7,,Every day,174.0,73.0,Male,1944.0
940830,7,9,,Several times a week,170.0,66.0,Female,1947.0
940848,7,9,,Several times a week,168.0,72.0,Female,1947.0
940856,Most people can be trusted,Extremely happy,,Once a month,167.0,69.0,Female,1961.0
940864,4,9,,Once a month,164.0,65.0,Female,1971.0
940880,8,6,12.0,Once a week,185.0,92.0,Male,1957.0
940898,5,Extremely happy,,Every day,169.0,83.0,Male,1927.0
940903,9,Extremely happy,,Once a month,192.0,105.0,Male,1979.0
940945,6,8,,Once a month,179.0,90.0,Male,1969.0
940979,8,9,0.0,Several times a week,188.0,123.0,Male,1965.0
940987,Most people can be trusted,8,,Once a week,172.0,65.0,Female,1955.0
941014,5,8,,2-3 times a month,182.0,83.0,Male,1961.0
941030,8,8,,Once a week,185.0,84.0,Male,1974.0
941103,2,1,10.0,Never,164.0,58.0,Female,1930.0
941129,3,6,12.0,Several times a week,177.0,72.0,Male,1993.0
941153,4,6,,Once a week,197.0,62.0,Male,1951.0
941179,3,3,12.0,Never,165.0,89.0,Female,1952.0
941195,8,9,,2-3 times a month,161.0,65.0,Male,1992.0
941200,8,9,,2-3 times a month,185.0,95.0,Male,1985.0
941226,8,8,,Several times a week,182.0,88.0,Male,1957.0
941242,8,8,,Several times a week,182.0,89.0,Male,1948.0
941268,6,9,,Once a week,160.0,72.0,Female,1970.0
941284,7,4,,Several times a week,175.0,65.0,Female,1952.0
941307,8,8,,Once a week,184.0,87.0,Male,1992.0
941323,7,8,,Several times a week,169.0,67.0,Male,1945.0
941331,9,2,,2-3 times a month,172.0,68.0,Female,1984.0
941365,7,9,,Never,157.0,121.0,Female,1960.0
941373,5,Extremely happy,8.0,2-3 times a month,190.0,70.0,Male,1992.0
941412,5,7,,Less than once a month,176.0,66.0,Female,1990.0
941420,8,Extremely happy,20.0,Once a week,159.0,53.0,Female,1945.0
941438,6,7,,Several times a week,177.0,70.0,Male,1958.0
941470,8,9,1.0,Once a week,165.0,62.0,Female,1955.0
941501,6,Extremely happy,10.0,Several times a week,176.0,64.0,Male,1937.0
941519,7,5,,Less than once a month,170.0,115.0,Female,1957.0
941535,3,9,,Once a week,169.0,52.0,Female,1988.0
941543,8,9,,Once a week,178.0,75.0,Male,1975.0
941551,4,3,,Less than once a month,172.0,110.0,Male,1956.0
941569,9,Extremely happy,,Less than once a month,168.0,60.0,Female,1986.0
941577,7,8,,2-3 times a month,167.0,83.0,Female,1965.0
941585,4,9,,Less than once a month,170.0,65.0,Female,1992.0
941608,7,8,,Once a month,168.0,85.0,Female,1963.0
941640,8,9,,Once a week,187.0,84.0,Male,1958.0
941674,7,Extremely happy,,Once a month,178.0,74.0,Male,1937.0
941721,9,Extremely happy,,Once a week,156.0,58.0,Female,1926.0
941739,9,9,,Several times a week,184.0,62.0,Female,1984.0
941747,4,5,20.0,Less than once a month,160.0,60.0,Female,1955.0
941755,7,9,,Several times a week,167.0,75.0,Male,1954.0
941763,6,9,,Less than once a month,189.0,86.0,Male,1998.0
941771,8,7,,Several times a week,162.0,65.0,Female,1956.0
941797,7,5,,Never,185.0,96.0,Male,1956.0
941802,7,Extremely happy,,Several times a week,156.0,59.0,Female,1942.0
941828,7,8,,Every day,175.0,90.0,Male,1945.0
941844,9,6,,Never,182.0,61.0,Male,1926.0
941860,7,Extremely happy,,Less than once a month,164.0,57.0,Female,1979.0
941878,8,8,,Several times a week,183.0,84.0,Male,1985.0
941886,9,7,,2-3 times a month,168.0,,Female,1968.0
941894,7,9,,2-3 times a month,183.0,90.0,Male,1977.0
941909,8,9,,Once a week,171.0,77.0,Female,1950.0
941917,7,9,,2-3 times a month,178.0,73.0,Female,1961.0
941959,Most people can be trusted,6,,Every day,184.0,84.0,Male,1979.0
941975,8,7,,Once a week,178.0,69.0,Female,1961.0
941983,7,Extremely happy,,Less than once a month,180.0,125.0,Male,1951.0
941991,9,9,,Less than once a month,165.0,83.0,Female,1970.0
942010,5,9,,Once a week,180.0,,Female,1952.0
942036,7,9,,Several times a week,167.0,82.0,Female,1967.0
942044,7,8,0.0,Several times a week,186.0,71.0,Male,1997.0
942078,7,8,1.0,Several times a week,182.0,90.0,Male,1975.0
942086,,9,15.0,Several times a week,176.0,70.0,Female,1962.0
942094,8,8,,Less than once a month,173.0,83.0,Male,1929.0
942117,7,7,,Several times a week,175.0,70.0,Female,1975.0
942141,7,8,15.0,Several times a week,169.0,,Female,1963.0
942175,2,Extremely unhappy,30.0,Less than once a month,162.0,55.0,Female,1992.0
942183,5,6,,Once a week,167.0,90.0,Female,1969.0
942230,5,Extremely happy,,Every day,184.0,87.0,Male,1947.0
942248,8,8,5.0,Once a month,179.0,66.0,Male,1969.0
942256,3,8,4.0,Never,163.0,62.0,Female,1946.0
942264,9,Extremely happy,,2-3 times a month,162.0,68.0,Female,1988.0
942280,Most people can be trusted,9,,Never,189.0,85.0,Male,1950.0
942298,Most people can be trusted,Extremely happy,,Several times a week,192.0,91.0,Male,1980.0
942337,8,7,8.0,Several times a week,178.0,82.0,Female,1959.0
942361,8,8,,Less than once a month,180.0,115.0,Female,1974.0
942395,,Extremely happy,,Never,161.0,,Female,1945.0
942442,9,9,,Several times a week,176.0,71.0,Male,1961.0
942468,8,8,,Once a week,186.0,83.0,Male,1961.0
942476,4,7,,Once a week,158.0,60.0,Female,1981.0
942484,5,9,20.0,Less than once a month,168.0,68.0,Male,1968.0
942492,3,Extremely happy,,2-3 times a month,164.0,73.0,Female,1970.0
942515,8,6,12.0,Once a week,180.0,84.0,Male,1958.0
942531,9,8,,Once a week,178.0,120.0,Male,1959.0
942557,9,8,6.0,Once a week,178.0,80.0,Female,1958.0
942565,9,9,,Once a month,173.0,115.0,Female,1984.0
942599,7,7,,2-3 times a month,174.0,62.0,Female,1957.0
942604,7,9,,2-3 times a month,175.0,81.0,Male,1969.0
942620,3,5,40.0,Less than once a month,176.0,58.0,Female,1967.0
942638,7,5,,Once a week,169.0,57.0,Male,1978.0
942662,8,7,15.0,2-3 times a month,173.0,73.0,Female,1963.0
942701,6,5,,2-3 times a month,174.0,106.0,Female,1974.0
942719,9,9,,Once a week,179.0,68.0,Female,1981.0
942727,5,5,,Once a week,190.0,124.0,Male,1969.0
942743,3,8,,2-3 times a month,179.0,98.0,Male,1958.0
942785,8,9,,Every day,184.0,75.0,Male,1951.0
942793,7,9,10.0,Once a week,183.0,83.0,Male,1983.0
942808,5,8,,Once a week,168.0,77.5,Female,1956.0
942816,4,4,,2-3 times a month,195.0,117.0,Male,1974.0
942824,8,5,,Every day,182.0,75.0,Male,1925.0
942840,8,8,13.0,2-3 times a month,170.0,80.0,Female,1965.0
942866,Most people can be trusted,Extremely happy,,Once a month,180.0,57.0,Female,1967.0
942874,5,7,,Less than once a month,155.0,45.3,Female,1931.0
942890,8,Extremely happy,,2-3 times a month,192.0,74.0,Male,1995.0
942913,7,9,,Once a week,165.0,65.0,Male,1979.0
942939,8,Extremely happy,,2-3 times a month,185.0,117.0,Male,1962.0
942947,9,8,,Several times a week,187.0,91.0,Male,1947.0
942955,8,9,,2-3 times a month,190.0,86.0,Male,1990.0
942963,1,Extremely happy,,2-3 times a month,179.0,88.0,Male,1952.0
943008,7,9,,2-3 times a month,164.0,69.0,Female,1940.0
943016,8,8,10.0,Several times a week,176.0,78.0,Male,1961.0
943040,8,Extremely happy,,Several times a week,184.0,85.0,Male,1977.0
943058,9,8,,Several times a week,172.0,85.0,Male,1964.0
943066,9,9,,Less than once a month,179.0,70.0,Male,1975.0
943082,9,8,20.0,Every day,183.0,90.0,Male,1965.0
943090,9,9,8.0,Several times a week,159.0,59.0,Female,1964.0
943105,8,8,,Once a week,187.0,87.0,Male,1957.0
943121,8,7,,2-3 times a month,163.0,78.0,Female,1946.0
943147,8,9,,Less than once a month,189.0,62.0,Male,1996.0
943155,9,9,,Several times a week,164.0,82.0,Female,1950.0
943171,8,8,,2-3 times a month,172.0,70.0,Male,1985.0
943210,6,8,,Several times a week,173.0,90.0,Male,1974.0
943236,1,Extremely happy,,Once a month,160.0,57.0,Female,1946.0
943260,5,8,,Never,186.0,112.0,Male,1945.0
943278,8,8,4.0,Once a month,171.0,58.0,Female,1974.0
943286,4,7,,Less than once a month,159.0,63.0,Female,1987.0
943294,5,8,,Several times a week,180.0,82.0,Male,1958.0
943309,8,9,,Every day,183.0,92.0,Male,1942.0
943317,9,9,,Once a month,178.0,72.0,Male,1989.0
943325,4,8,,2-3 times a month,172.0,64.0,Female,1978.0
943333,8,9,,Less than once a month,164.0,70.0,Female,1987.0
943341,4,7,7.0,Less than once a month,187.0,84.0,Male,1988.0
943367,9,9,,2-3 times a month,183.0,75.0,Male,1993.0
943430,Most people can be trusted,5,,2-3 times a month,168.0,65.0,Female,1973.0
943448,7,9,,Once a week,187.0,79.0,Male,1994.0
943464,3,8,,Several times a week,181.0,77.0,Male,1943.0
943480,5,5,,Several times a week,174.0,94.0,Male,1930.0
943498,8,8,,2-3 times a month,180.0,95.0,Male,1970.0
943511,You can't be too careful,3,15.0,Never,183.0,68.0,Male,1992.0
943529,9,8,,2-3 times a month,180.0,106.0,Male,1926.0
943545,4,5,,Several times a week,173.0,90.0,Male,1953.0
943553,8,8,,Once a week,182.0,86.0,Male,1971.0
943595,5,7,,Several times a week,162.0,54.0,Female,1984.0
943618,7,9,,Every day,184.0,72.0,Male,1959.0
943626,5,7,,Once a week,179.0,65.0,Male,1988.0
943634,7,9,,Several times a week,194.0,88.0,Male,1977.0
943642,5,7,,Once a week,162.0,70.0,Female,1957.0
943668,9,9,,Once a week,184.0,92.0,Male,1946.0
943684,6,9,,Every day,172.0,68.0,Male,1929.0
943715,5,8,,Once a month,168.0,65.0,Female,1946.0
943749,5,9,,Never,148.0,54.0,Female,1964.0
943757,7,8,,Less than once a month,174.0,103.0,Female,1971.0
943765,7,Extremely happy,,Several times a week,185.0,76.0,Male,1986.0
943773,8,2,,Several times a week,163.0,69.0,Female,1946.0
943846,2,,,Several times a week,178.0,76.0,Male,1945.0
943896,8,9,,Every day,171.0,76.0,Male,1941.0
943927,9,Extremely happy,,Several times a week,176.0,65.0,Female,1950.0
943951,8,8,,2-3 times a month,173.0,63.0,Female,1970.0
943969,8,8,,Every day,169.0,80.0,Male,1940.0
943985,8,7,,Once a week,173.0,70.0,Male,1975.0
943993,7,8,,Every day,175.0,66.0,Male,1928.0
944004,9,9,5.0,Once a week,183.0,105.0,Male,1960.0
944012,8,9,,Never,160.0,64.0,Female,1974.0
944020,7,Extremely happy,,2-3 times a month,170.0,99.0,Female,1984.0
944046,9,7,,Several times a week,193.0,90.0,Male,1963.0
944062,7,8,18.0,Several times a week,172.0,90.0,Male,1962.0
944070,6,8,10.0,Several times a week,168.0,110.0,Female,1993.0
944088,7,9,14.0,Several times a week,178.0,72.0,Male,1976.0
944101,4,Extremely happy,,2-3 times a month,166.0,72.0,Female,1965.0
944119,3,5,20.0,2-3 times a month,156.0,50.0,Female,1990.0
944127,8,8,,Several times a week,164.0,50.0,Female,1952.0
944135,6,7,,Never,158.0,66.0,Female,1952.0
944193,7,9,0.0,Once a week,182.0,92.0,Female,1979.0
944208,7,7,,Several times a week,180.0,80.0,Male,1984.0
944216,5,Extremely happy,,Once a week,188.0,115.0,Male,1942.0
944258,9,9,2.0,Every day,170.0,73.0,Male,1940.0
944266,7,8,,2-3 times a month,170.0,85.0,Female,1976.0
944313,2,9,,Never,152.0,48.0,Female,1929.0
944347,8,7,,Less than once a month,166.0,90.0,Female,1965.0
944355,7,8,,Never,167.0,79.0,Female,1951.0
944363,8,8,12.0,Once a month,172.0,66.0,Female,1968.0
944371,3,6,,2-3 times a month,188.0,105.0,Male,1982.0
944397,4,8,,Never,174.0,,Female,1981.0
944428,7,8,,Several times a week,178.0,75.0,Male,1964.0
944436,9,Extremely happy,,Several times a week,180.0,69.0,Male,1947.0
944444,Most people can be trusted,Extremely happy,,Less than once a month,176.0,91.0,Male,1983.0
944478,8,8,16.0,Once a week,182.0,93.0,Male,1948.0
944517,7,9,,Never,180.0,88.0,Male,1978.0
944525,3,Extremely happy,,Once a month,182.0,66.0,Male,1944.0
944541,6,9,,Less than once a month,183.0,88.0,Male,1969.0
944567,7,8,,Several times a week,181.0,68.0,Male,1938.0
944575,7,Extremely happy,20.0,Once a week,181.0,93.0,Male,1966.0
944591,8,8,,2-3 times a month,168.0,70.0,Female,1956.0
944606,6,Extremely happy,,Every day,179.0,80.0,Male,1947.0
944622,8,8,,Once a week,170.0,89.0,Female,1968.0
944630,8,8,,Never,181.0,78.0,Male,1944.0
944648,9,8,,Once a month,174.0,71.0,Male,1933.0
944664,7,7,6.0,Every day,177.0,82.0,Female,1947.0
944672,8,9,,Once a week,190.0,85.0,Male,1976.0
944698,You can't be too careful,Extremely happy,,2-3 times a month,175.0,80.0,Male,1999.0
944711,8,8,,Once a week,188.0,88.0,Male,1977.0
944729,6,Extremely happy,,Once a month,163.0,60.0,Female,1980.0
944753,4,8,,Several times a week,175.0,77.0,Male,1966.0
944779,5,8,,Several times a week,187.0,103.0,Male,1945.0
944787,8,7,,Every day,182.0,80.0,Male,1979.0
944818,8,6,20.0,2-3 times a month,175.0,85.0,Male,1968.0
944826,3,Extremely happy,10.0,Several times a week,173.0,80.0,Female,1971.0
944876,7,8,10.0,Several times a week,175.0,74.0,Female,1950.0
944923,9,Extremely happy,,Less than once a month,170.0,69.0,Female,1992.0
944931,7,8,4.0,2-3 times a month,171.0,74.0,Male,1990.0
944949,8,9,,Once a week,186.0,80.0,Male,1976.0
944999,7,7,,Every day,160.0,56.0,Female,1954.0
945018,8,8,,Several times a week,186.0,104.0,Male,1957.0
945026,6,8,,Less than once a month,167.0,61.0,Female,1955.0
945034,9,8,,Less than once a month,173.0,60.0,Female,1942.0
945042,6,8,,Once a week,180.0,82.0,Male,1962.0
945068,5,4,102.0,Several times a week,187.0,80.0,Male,1962.0
945076,7,8,20.0,Never,164.0,75.0,Female,1949.0
945084,8,9,,Less than once a month,180.0,80.0,Male,1943.0
945092,8,8,,2-3 times a month,190.0,87.0,Male,1996.0
945107,7,Extremely happy,,2-3 times a month,172.0,114.0,Female,1954.0
945149,8,9,,Once a month,168.0,68.0,Female,1983.0
945212,5,5,,Never,166.0,92.0,Female,1947.0
945220,8,9,,Once a week,170.0,75.0,Female,1952.0
945262,7,Extremely happy,20.0,Every day,162.0,68.0,Female,1952.0
945296,7,9,,Less than once a month,176.0,92.0,Male,1966.0
945301,7,8,,Once a week,178.0,66.0,Male,1972.0
945319,8,7,5.0,Several times a week,160.0,49.0,Female,1991.0
945369,8,8,,Less than once a month,168.0,75.0,Female,1991.0
945466,Most people can be trusted,9,,Several times a week,188.0,80.0,Male,1945.0
945521,9,Extremely happy,,Several times a week,180.0,73.0,Male,1949.0
945555,9,8,,Less than once a month,169.0,68.0,Female,1996.0
945563,Most people can be trusted,9,,Every day,162.0,72.0,Female,1950.0
945571,8,8,,Less than once a month,181.0,117.0,Male,1981.0
945652,4,8,10.0,Once a week,191.0,80.0,Male,1998.0
945660,6,9,,Several times a week,177.0,89.0,Male,1949.0
945686,8,8,,2-3 times a month,162.0,60.5,Female,1934.0
945733,9,8,,Several times a week,173.0,80.0,Female,1951.0
945759,7,9,,2-3 times a month,181.0,82.0,Male,1987.0
945767,Most people can be trusted,9,6.0,Every day,168.0,54.0,Female,1954.0
945791,3,Extremely happy,,Once a week,172.0,80.0,Male,1935.0
945806,Most people can be trusted,9,,Several times a week,181.0,79.0,Male,1964.0
945814,8,8,,2-3 times a month,163.0,57.0,Female,1985.0
945822,8,8,,Never,170.0,70.0,Male,1939.0
945830,3,Extremely happy,,Once a month,174.0,79.0,Female,1941.0
945856,9,Extremely happy,,Once a week,170.0,66.0,Male,1988.0
945872,7,9,,Once a month,163.0,64.0,Female,1976.0
945903,2,2,,Less than once a month,158.0,65.0,Female,1967.0
945937,8,8,,Several times a week,184.0,93.0,Male,1959.0
945953,7,9,,Once a month,185.0,64.0,Male,1999.0
945961,5,7,30.0,Several times a week,186.0,83.0,Male,1990.0
946014,5,7,,2-3 times a month,182.0,70.0,Male,1997.0
946030,7,8,,Several times a week,182.0,76.0,Male,1983.0
946064,5,Extremely happy,,Every day,180.0,86.0,Male,1936.0
946072,8,9,,Several times a week,183.0,110.0,Male,1985.0
946098,8,8,5.0,Once a week,169.0,66.0,Female,1969.0
946129,7,8,,Once a month,160.0,75.0,Female,1981.0
946153,6,7,,Never,159.0,50.0,Female,1933.0
946161,7,5,,Once a month,174.0,65.0,Male,1993.0
946195,7,Extremely happy,,2-3 times a month,191.0,95.0,Male,1991.0
946218,8,8,20.0,Several times a week,185.0,83.0,Male,1972.0
946250,6,8,7.0,2-3 times a month,187.0,66.0,Male,1997.0
946268,5,9,10.0,2-3 times a month,180.0,74.0,Male,1966.0
946276,7,Extremely happy,,2-3 times a month,196.0,96.0,Male,1964.0
946292,8,9,,Once a month,163.0,66.0,Female,1998.0
946331,9,8,,2-3 times a month,172.0,68.0,Male,1945.0
946349,4,7,,Several times a week,170.0,74.0,Female,1977.0
946373,7,9,,2-3 times a month,159.0,60.0,Female,1971.0
946381,6,7,,2-3 times a month,167.0,57.0,Female,1998.0
946404,8,8,,2-3 times a month,190.0,110.0,Male,1959.0
946412,4,7,,Once a week,189.0,67.0,Male,1985.0
946446,8,9,,Several times a week,182.0,95.0,Male,1965.0
946488,8,Extremely happy,,Several times a week,164.0,80.0,Female,1947.0
946496,1,5,,2-3 times a month,180.0,87.0,Male,1981.0
946519,5,Extremely happy,,Less than once a month,173.0,70.0,Female,1998.0
946527,8,,,Every day,177.0,66.0,Female,1932.0
946535,8,8,,2-3 times a month,164.0,63.0,Female,1971.0
946569,Most people can be trusted,9,,Several times a week,180.0,69.0,Female,1963.0
946585,8,Extremely happy,,Several times a week,168.0,58.0,Female,1963.0
946616,8,8,,Less than once a month,167.0,114.0,Female,1964.0
946624,8,8,,Several times a week,178.0,76.0,Male,1970.0
946658,7,6,,Several times a week,182.0,76.0,Male,1990.0
946666,7,9,6.0,Less than once a month,160.0,65.0,Female,1982.0
946682,8,8,,Once a month,188.0,95.0,Male,1974.0
946690,5,8,20.0,Several times a week,179.0,82.0,Male,1963.0
946721,7,9,,Once a week,165.0,61.0,Female,1985.0
946747,3,8,,Several times a week,168.0,76.0,Male,1938.0
946755,Most people can be trusted,9,,Once a week,180.0,115.0,Male,1977.0
946797,9,8,,Several times a week,186.0,75.0,Male,1991.0
946810,5,8,,Once a week,180.0,78.0,Male,1989.0
946828,5,9,,Once a week,165.0,68.0,Male,1933.0
946836,8,8,,Several times a week,171.0,95.0,Female,1952.0
946852,8,Extremely happy,,Several times a week,175.0,85.0,Female,1967.0
